138;102;239;220;land;false;plains;1
139;220;96;228;land;false;forest;1
140;113;243;148;land;true;plains;1
141;244;239;121;land;false;plains;1
142;250;223;155;land;false;plains;1
143;181;239;237;land;false;plains;1
144;199;205;167;land;false;plains;1
145;187;157;250;land;false;desert;1
146;243;144;160;land;true;plains;1
147;16;251;241;land;false;plains;1
148;117;249;164;land;false;plains;1
149;106;222;186;land;false;hills;1
150;220;220;62;land;true;plains;1
151;200;248;99;land;true;plains;1
152;220;172;146;land;true;urban;1
153;235;135;183;land;false;plains;1
154;247;105;175;land;false;forest;1
155;202;204;168;land;false;hills;1
156;237;103;165;land;false;plains;1
157;236;240;173;land;true;hills;1
158;69;230;213;land;true;plains;1
159;223;225;110;land;false;hills;1
160;160;198;193;land;false;hills;1
161;183;251;141;land;false;hills;1
162;229;30;253;land;false;plains;1
163;241;222;240;land;false;hills;1
164;115;251;139;land;true;mountain;1
165;198;242;254;land;false;plains;1
166;179;223;238;land;true;hills;1
167;249;246;222;land;false;plains;1
168;235;209;133;land;true;plains;1
169;251;219;82;land;false;plains;1
170;172;162;239;land;true;hills;1
171;102;235;168;land;true;plains;1
172;164;230;112;land;true;plains;1
173;251;6;250;land;true;plains;1
174;203;219;90;land;true;plains;1
175;183;230;103;land;false;plains;1
176;41;233;230;land;false;desert;1
177;140;190;199;land;false;plains;1
178;117;173;225;land;true;urban;1
179;235;54;237;land;false;hills;1
180;172;82;248;land;true;hills;1
181;243;241;76;land;false;plains;1
182;230;224;58;land;false;plains;1
183;241;188;122;land;false;desert;1
184;182;210;217;land;false;hills;1
185;235;140;174;land;true;plains;1
186;245;61;196;land;false;marsh;1
187;242;221;138;land;false;forest;1
188;211;150;224;land;false;forest;1
189;252;76;219;land;false;urban;1
190;200;226;185;land;true;plains;1
191;244;98;236;land;true;forest;1
192;241;241;44;land;false;plains;1
193;223;113;249;land;false;plains;1
194;194;205;175;land;false;plains;1
195;207;248;102;land;false;plains;1
196;240;171;104;land;false;mountain;1
197;240;138;185;land;false;plains;1
198;143;246;155;land;false;plains;1
199;248;157;123;land;false;forest;1
200;156;218;230;land;true;plains;1
201;204;239;241;land;false;plains;1
202;204;119;250;land;false;forest;1
203;232;233;101;land;false;plains;1
204;42;213;252;land;false;plains;1
205;170;218;243;land;false;plains;1
206;222;213;140;land;false;hills;1
207;117;200;241;land;true;plains;1
208;208;235;68;land;false;urban;1
209;135;186;233;land;false;plains;1
210;238;246;128;land;false;forest;1
211;125;231;252;land;false;plains;1
212;197;227;148;land;false;plains;1
213;223;213;147;land;false;hills;1
214;171;226;213;land;false;forest;1
215;185;116;250;land;false;forest;1
216;204;65;233;land;false;plains;1
217;173;248;235;land;true;plains;1
218;168;242;206;land;false;desert;1
219;144;146;239;land;false;forest;1
220;194;224;185;land;false;jungle;1
221;94;205;245;land;false;plains;1
222;220;222;191;land;false;plains;1
223;189;232;138;land;false;forest;1
224;161;151;222;land;false;hills;1
225;164;252;161;land;false;plains;1
226;161;223;217;land;false;plains;1
227;219;203;192;land;false;plains;1
228;232;101;208;land;false;forest;1
229;187;156;225;land;true;plains;1
230;166;136;211;land;false;hills;1
231;200;195;141;land;false;marsh;1
232;227;195;185;land;false;plains;1
233;236;191;187;land;false;forest;1
234;247;232;79;land;false;desert;1
235;243;127;135;land;false;urban;1
236;164;217;202;land;true;plains;1
237;239;144;216;land;false;plains;1
238;177;233;119;land;false;forest;1
239;190;214;203;land;false;plains;1
240;239;175;182;land;false;plains;1
241;177;167;199;land;false;hills;1
242;211;225;205;land;true;plains;1
243;242;115;220;land;false;plains;1
244;137;216;189;land;false;forest;1
245;191;193;123;land;false;plains;1
246;248;234;146;land;true;hills;1
247;231;75;217;land;true;plains;1
248;245;177;92;land;true;plains;1
249;248;178;105;land;true;hills;1
250;170;254;245;land;false;marsh;1
251;75;184;247;land;false;hills;1
252;242;229;80;land;false;forest;1
253;116;224;234;land;false;jungle;1
254;228;133;216;land;true;desert;1
255;252;141;223;land;false;forest;1
256;133;250;208;land;false;plains;1
257;215;127;250;land;true;plains;1
258;206;67;234;land;false;plains;1
259;223;165;133;land;false;plains;1
260;226;156;191;land;false;forest;1
261;231;242;102;land;true;plains;1
262;155;230;140;land;false;hills;1
263;239;248;200;land;false;plains;1
264;120;246;220;land;true;plains;1
265;92;242;247;land;false;forest;1
266;205;232;209;land;false;forest;1
267;154;126;225;land;false;hills;1
268;209;78;247;land;false;desert;1
269;235;115;222;land;false;hills;1
270;184;151;211;land;false;plains;1
271;247;132;245;land;false;desert;1
272;207;211;116;land;false;plains;1
273;149;228;195;land;false;urban;1
274;241;151;138;land;false;plains;1
275;153;197;166;land;false;plains;1
276;142;242;239;land;false;marsh;1
277;125;139;239;land;true;hills;1
278;240;197;193;land;false;plains;1
279;224;90;214;land;true;plains;1
280;239;194;118;land;true;plains;1
281;183;120;207;land;false;forest;1
282;196;251;226;land;true;marsh;1
283;239;61;254;land;true;plains;1
284;171;215;135;land;true;plains;1
285;194;117;251;land;true;desert;1
286;249;215;139;land;true;plains;1
287;241;35;247;land;true;urban;1
288;147;175;225;land;false;forest;1
289;182;248;190;land;true;plains;1
290;153;190;158;land;true;plains;1
291;182;216;132;land;true;plains;1
292;71;208;245;land;false;forest;1
293;139;164;237;land;false;plains;1
294;104;224;210;land;false;desert;1
295;232;112;239;land;false;hills;1
296;228;213;147;land;true;plains;1
297;246;240;187;land;true;plains;1
298;246;175;164;land;true;plains;1
299;176;216;119;land;true;hills;1
300;217;215;125;land;false;plains;1
301;171;207;198;land;false;plains;1
302;192;241;187;land;true;plains;1
303;214;155;246;land;false;plains;1
304;204;107;229;land;false;plains;1
305;198;184;170;land;false;hills;1
306;88;208;224;land;false;mountain;1
307;172;243;134;land;false;hills;1
308;237;226;79;land;false;forest;1
309;135;210;165;land;true;plains;1
310;97;167;238;land;true;hills;1
311;249;245;116;land;false;forest;1
312;242;229;181;land;false;hills;1
313;214;151;143;land;true;hills;1
314;247;198;163;land;true;hills;1
315;87;213;216;land;false;plains;1
316;173;135;254;land;true;desert;1
317;157;148;226;land;false;plains;1
318;241;83;234;land;false;hills;1
319;213;217;95;land;false;forest;1
320;96;211;242;land;false;forest;1
321;250;221;75;land;true;plains;1
322;229;245;27;land;false;forest;1
323;199;203;195;land;false;plains;1
324;249;216;52;land;true;plains;1
325;250;173;87;land;true;forest;1
326;105;192;213;land;false;plains;1
327;191;238;109;land;false;marsh;1
328;159;226;233;land;false;plains;1
329;242;59;236;land;false;plains;1
330;164;178;199;land;false;forest;1
331;181;198;150;land;false;plains;1
332;238;203;186;land;true;plains;1
333;198;92;245;land;false;plains;1
334;154;189;171;land;true;plains;1
335;210;98;208;land;true;plains;1
336;183;187;235;land;false;desert;1
337;216;107;215;land;false;plains;1
338;198;193;177;land;false;hills;1
339;180;183;187;land;false;plains;1
340;202;171;181;land;true;plains;1
341;232;204;181;land;true;hills;1
342;177;243;100;land;false;plains;1
343;37;232;238;land;false;plains;1
344;254;252;29;land;true;hills;1
345;251;201;195;land;false;jungle;1
346;230;234;233;land;false;plains;1
347;180;129;203;land;true;hills;1
348;204;248;193;land;false;plains;1
349;218;117;180;land;true;plains;1
350;235;216;192;land;false;plains;1
351;112;208;211;land;false;desert;1
352;129;136;243;land;false;hills;1
353;226;208;75;land;true;plains;1
354;157;226;120;land;true;hills;1
355;150;148;209;land;false;plains;1
356;227;217;63;land;false;plains;1
357;88;202;224;land;true;hills;1
358;77;234;238;land;false;hills;1
359;128;220;226;land;false;plains;1
360;195;193;122;land;true;plains;1
361;222;243;189;land;false;plains;1
362;217;115;198;land;true;plains;1
363;222;134;243;land;true;plains;1
364;181;235;253;land;false;plains;1
365;201;129;196;land;true;hills;1
366;192;196;189;land;true;plains;1
367;251;192;195;land;false;marsh;1
368;251;246;178;land;true;hills;1
369;150;165;234;land;true;hills;1
370;155;211;195;land;true;plains;1
371;211;184;136;land;true;plains;1
372;127;236;172;land;true;plains;1
373;157;177;231;land;false;urban;1
374;114;153;243;land;false;hills;1
375;231;84;230;land;false;plains;1
376;223;218;64;land;false;jungle;1
377;248;142;136;land;true;urban;1
378;43;242;252;land;false;forest;1
379;208;196;168;land;false;marsh;1
380;197;251;164;land;false;urban;1
381;81;195;229;land;false;forest;1
382;108;221;177;land;false;hills;1
383;249;177;92;land;false;marsh;1
384;161;158;199;land;false;hills;1
385;185;252;177;land;false;plains;1
386;198;191;192;land;true;plains;1
387;111;209;243;land;false;hills;1
388;129;237;217;land;false;plains;1
389;214;230;210;land;false;plains;1
390;129;245;240;land;true;plains;1
391;229;223;95;land;false;marsh;1
392;84;237;180;land;false;plains;1
393;213;136;195;land;true;urban;1
394;180;234;247;land;true;plains;1
395;185;226;164;land;true;desert;1
396;196;236;108;land;false;plains;1
397;156;183;247;land;true;hills;1
398;181;242;167;land;false;marsh;1
399;128;173;248;land;false;plains;1
400;246;193;80;land;true;hills;1
401;238;193;234;land;false;desert;1
402;175;214;117;land;true;plains;1
403;155;213;254;land;false;plains;1
404;222;203;249;land;true;plains;1
405;177;246;200;land;false;desert;1
406;173;252;151;land;false;hills;1
407;206;117;245;land;true;urban;1
408;236;117;251;land;true;urban;1
409;143;230;182;land;true;forest;1
410;203;252;253;land;true;plains;1
411;207;97;234;land;false;plains;1
412;236;237;216;land;false;desert;1
413;206;227;172;land;false;marsh;1
414;243;205;53;land;false;plains;1
415;231;103;228;land;false;hills;1
416;244;237;243;land;false;plains;1
417;173;247;121;land;true;hills;1
418;229;246;60;land;false;forest;1
419;197;147;242;land;false;plains;1
420;205;157;186;land;true;hills;1
421;246;158;142;land;true;hills;1
422;60;252;227;land;false;plains;1
423;244;243;147;land;false;forest;1
424;141;253;222;land;false;plains;1
425;250;183;82;land;false;desert;1
426;237;186;163;land;true;hills;1
427;208;251;58;land;false;plains;1
428;184;184;142;land;false;plains;1
429;112;191;200;land;false;forest;1
430;200;140;247;land;true;urban;1
431;181;176;144;land;false;desert;1
432;140;231;248;land;false;hills;1
433;236;121;198;land;true;hills;1
434;149;220;164;land;true;hills;1
435;225;178;136;land;false;hills;1
436;157;141;221;land;true;hills;1
437;192;188;177;land;false;desert;1
438;195;169;238;land;false;hills;1
439;249;240;92;land;false;plains;1
440;230;151;244;land;false;forest;1
441;230;120;214;land;true;plains;1
442;237;200;233;land;false;hills;1
443;251;241;34;land;false;plains;1
444;223;227;236;land;true;desert;1
445;159;232;235;land;false;plains;1
446;207;237;231;land;false;forest;1
447;227;237;213;land;true;plains;1
448;112;245;187;land;false;hills;1
449;207;250;253;land;false;plains;1
450;133;245;212;land;false;marsh;1
451;121;193;218;land;false;mountain;1
452;148;200;162;land;true;plains;1
453;252;245;71;land;true;plains;1
454;252;216;153;land;true;plains;1
455;243;197;75;land;true;plains;1
456;119;184;254;land;true;forest;1
457;233;238;251;land;false;forest;1
458;197;211;239;land;true;hills;1
459;247;112;155;land;true;plains;1
460;174;206;129;land;false;jungle;1
461;245;234;69;land;false;urban;1
462;88;253;214;land;false;urban;1
463;234;200;208;land;false;plains;1
464;172;215;175;land;false;hills;1
465;238;159;232;land;false;hills;1
466;193;223;90;land;false;hills;1
467;225;173;212;land;true;hills;1
468;166;217;197;land;false;marsh;1
469;248;231;133;land;false;desert;1
470;233;213;216;land;false;mountain;1
471;223;167;241;land;true;urban;1
472;238;153;174;land;true;plains;1
473;116;183;239;land;false;plains;1
474;71;226;207;land;false;hills;1
475;104;156;242;land;true;plains;1
476;200;214;234;land;false;plains;1
477;219;222;220;land;false;plains;1
478;190;144;226;land;false;forest;1
479;147;235;247;land;true;plains;1
480;210;123;198;land;false;plains;1
481;216;191;214;land;false;mountain;1
482;147;162;197;land;false;hills;1
483;108;170;230;land;true;plains;1
484;171;222;143;land;false;hills;1
485;252;159;234;land;true;hills;1
486;52;250;208;land;true;plains;1
487;237;100;236;land;false;plains;1
488;197;119;210;land;true;hills;1
489;146;214;254;land;false;plains;1
490;109;201;249;land;true;urban;1
491;222;128;243;land;true;hills;1
492;236;152;121;land;true;plains;1
493;187;196;140;land;true;plains;1
494;185;219;202;land;false;forest;1
495;176;132;194;land;true;plains;1
496;205;253;252;land;false;plains;1
497;114;212;212;land;false;hills;1
498;133;198;192;land;true;hills;1
499;231;157;117;land;false;hills;1
500;84;234;238;land;true;plains;1
501;168;150;251;land;true;plains;1
502;90;252;216;land;false;urban;1
503;239;204;79;land;false;mountain;1
504;217;214;192;land;false;hills;1
505;199;191;146;land;true;plains;1
506;91;229;216;land;true;urban;1
507;143;235;187;land;true;plains;1
508;238;205;249;land;false;plains;1
509;200;252;248;land;false;marsh;1
510;226;168;233;land;false;forest;1
511;213;242;75;land;false;hills;1
512;213;200;186;land;true;hills;1
513;123;251;199;land;false;forest;1
514;190;210;230;land;false;desert;1
515;104;203;199;land;false;hills;1
516;203;156;162;land;true;hills;1
517;210;84;229;land;true;hills;1
518;199;133;224;land;false;forest;1
519;88;198;248;land;false;plains;1
520;238;225;157;land;false;plains;1
521;149;249;227;land;false;plains;1
522;254;220;140;land;true;hills;1
523;224;166;148;land;false;urban;1
524;155;162;238;land;false;plains;1
525;254;132;239;land;false;plains;1
526;173;186;242;land;false;hills;1
527;95;244;251;land;true;plains;1
528;247;217;138;land;false;plains;1
529;136;191;186;land;false;plains;1
530;220;141;169;land;true;plains;1
531;217;93;195;land;false;mountain;1
532;47;253;228;land;false;plains;1
533;44;215;254;land;false;plains;1
534;211;203;185;land;false;plains;1
535;127;207;219;land;false;plains;1
536;227;212;115;land;false;jungle;1
537;105;225;248;land;true;plains;1
538;221;211;238;land;true;plains;1
539;176;121;210;land;true;plains;1
540;186;197;118;land;true;plains;1
541;236;155;204;land;true;plains;1
542;202;137;221;land;false;urban;1
543;82;214;215;land;false;forest;1
544;160;158;196;land;false;forest;1
545;227;91;208;land;false;forest;1
546;201;202;105;land;false;urban;1
547;109;245;155;land;false;urban;1
548;186;206;133;land;false;forest;1
549;149;243;196;land;true;plains;1
550;237;219;227;land;false;plains;1
551;243;248;128;land;false;plains;1
552;222;167;158;land;false;hills;1
553;104;212;249;land;true;plains;1
554;201;246;235;land;true;plains;1
555;111;208;227;land;true;hills;1
556;76;252;210;land;false;forest;1
557;219;185;151;land;false;plains;1
558;213;237;161;land;false;hills;1
559;247;170;94;land;true;plains;1
560;112;201;232;land;false;plains;1
561;236;135;175;land;false;marsh;1
562;254;226;214;land;false;plains;1
563;123;230;236;land;false;plains;1
564;177;179;197;land;false;plains;1
565;126;149;240;land;true;plains;1
566;206;227;167;land;false;plains;1
567;211;145;250;land;false;hills;1
568;116;228;205;land;true;plains;1
569;225;200;240;land;true;plains;1
570;213;236;189;land;false;hills;1
571;144;240;156;land;true;plains;1
572;205;239;165;land;false;plains;1
573;173;136;234;land;false;forest;1
574;248;205;222;land;true;plains;1
575;222;250;48;land;false;hills;1
576;233;176;116;land;false;marsh;1
577;148;211;174;land;false;forest;1
578;203;191;209;land;true;forest;1
579;173;213;130;land;true;hills;1
580;181;180;220;land;false;urban;1
581;231;232;207;land;false;desert;1
582;205;197;139;land;false;plains;1
583;113;185;212;land;false;hills;1
584;130;159;241;land;false;hills;1
585;208;222;206;land;false;desert;1
586;248;172;232;land;false;plains;1
587;193;216;92;land;false;plains;1
588;168;175;195;land;false;forest;1
589;135;177;251;land;true;plains;1
590;170;213;130;land;false;forest;1
591;189;226;140;land;false;urban;1
592;234;111;210;land;true;hills;1
593;252;251;218;land;false;plains;1
594;254;153;110;land;true;plains;1
595;44;248;238;land;true;plains;1
596;252;184;102;land;true;plains;1
597;217;221;220;land;true;hills;1
598;248;163;245;land;false;plains;1
599;239;228;246;land;false;desert;1
600;166;253;109;land;true;plains;1
601;128;216;167;land;false;hills;1
602;246;142;133;land;true;urban;1
603;187;219;162;land;false;plains;1
604;143;213;205;land;true;urban;1
605;144;200;211;land;false;hills;1
606;218;247;172;land;false;plains;1
607;187;183;214;land;false;plains;1
608;141;241;202;land;false;forest;1
609;220;145;252;land;false;plains;1
610;239;244;46;land;true;urban;1
611;196;126;195;land;false;jungle;1
612;236;217;173;land;false;plains;1
613;156;218;223;land;true;plains;1
614;214;182;122;land;false;marsh;1
615;65;250;205;land;true;jungle;1
616;155;167;180;land;false;plains;1
617;242;150;154;land;false;marsh;1
618;251;117;249;land;false;plains;1
619;225;72;225;land;false;plains;1
620;216;178;157;land;false;plains;1
621;152;242;219;land;false;plains;1
622;109;168;231;land;false;hills;1
623;93;245;189;land;false;marsh;1
624;185;238;218;land;true;hills;1
625;103;200;212;land;true;hills;1
626;191;228;170;land;false;desert;1
627;246;180;77;land;false;plains;1
628;194;242;185;land;false;plains;1
629;215;133;252;land;false;plains;1
630;74;214;249;land;false;hills;1
631;138;252;247;land;true;hills;1
632;235;96;211;land;true;hills;1
633;151;250;129;land;false;plains;1
634;184;177;165;land;true;plains;1
635;200;173;182;land;false;urban;1
636;168;216;156;land;false;hills;1
637;246;173;239;land;false;hills;1
638;111;234;219;land;false;plains;1
639;226;240;132;land;false;desert;1
640;187;247;108;land;true;desert;1
641;224;213;191;land;false;forest;1
642;173;201;161;land;false;desert;1
643;241;187;253;land;false;hills;1
644;214;223;121;land;false;desert;1
645;234;233;88;land;true;plains;1
646;145;220;143;land;false;mountain;1
647;214;151;215;land;false;plains;1
648;131;207;172;land;true;hills;1
649;156;174;253;land;false;plains;1
650;196;168;192;land;false;hills;1
651;190;201;147;land;true;plains;1
652;241;254;240;land;false;forest;1
653;232;220;189;land;true;plains;1
654;202;185;144;land;false;plains;1
655;220;203;148;land;false;plains;1
656;232;147;159;land;false;hills;1
657;239;210;198;land;false;mountain;1
658;171;248;202;land;false;plains;1
659;43;251;207;land;false;urban;1
660;244;236;135;land;false;hills;1
661;233;139;140;land;false;plains;1
662;252;170;190;land;false;hills;1
663;122;250;153;land;false;desert;1
664;214;154;226;land;true;urban;1
665;197;232;90;land;true;plains;1
666;168;243;243;land;true;hills;1
667;211;195;232;land;true;plains;1
668;206;157;238;land;false;hills;1
669;254;124;178;land;true;plains;1
670;143;125;241;land;false;hills;1
671;145;162;232;land;false;plains;1
672;249;180;148;land;false;plains;1
673;231;232;162;land;false;hills;1
674;57;225;243;land;false;plains;1
675;182;176;219;land;false;forest;1
676;244;191;96;land;false;hills;1
677;249;146;180;land;true;plains;1
678;172;249;203;land;false;plains;1
679;145;168;202;land;false;urban;1
680;237;212;251;land;true;desert;1
681;162;109;251;land;false;hills;1
682;222;236;69;land;true;desert;1
683;240;117;173;land;false;desert;1
684;168;200;242;land;true;desert;1
685;193;229;201;land;true;plains;1
686;188;225;99;land;false;plains;1
687;228;84;191;land;true;hills;1
688;245;205;217;land;true;jungle;1
689;227;153;180;land;true;plains;1
690;200;232;210;land;false;plains;1
691;157;181;210;land;true;plains;1
692;210;244;235;land;false;plains;1
693;70;245;205;land;false;marsh;1
694;195;101;210;land;false;plains;1
695;212;134;197;land;true;hills;1
696;246;135;178;land;true;hills;1
697;184;251;185;land;false;plains;1
698;222;224;201;land;true;plains;1
699;248;138;216;land;false;plains;1
700;250;224;112;land;false;plains;1
701;214;201;142;land;true;plains;1
702;132;179;240;land;false;hills;1
703;169;235;236;land;false;plains;1
704;135;238;148;land;true;plains;1
705;161;179;211;land;false;hills;1
706;196;234;155;land;true;plains;1
707;178;187;184;land;true;hills;1
708;226;209;108;land;false;plains;1
709;227;127;223;land;false;mountain;1
710;190;112;217;land;false;plains;1
711;138;246;203;land;false;marsh;1
712;226;228;164;land;false;urban;1
713;200;170;230;land;false;plains;1
714;214;172;140;land;false;forest;1
715;155;188;174;land;false;hills;1
716;185;176;150;land;true;plains;1
717;94;226;185;land;false;mountain;1
718;19;244;254;land;false;plains;1
719;252;45;251;land;false;hills;1
720;214;135;160;land;false;desert;1
721;145;242;137;land;false;desert;1
722;109;230;167;land;true;plains;1
723;198;175;151;land;false;hills;1
724;213;147;162;land;true;plains;1
725;245;33;234;land;false;hills;1
726;148;232;134;land;false;forest;1
727;253;152;171;land;false;plains;1
728;236;181;96;land;false;plains;1
729;227;161;121;land;false;plains;1
730;224;200;90;land;false;forest;1
731;242;180;125;land;true;plains;1
732;231;214;211;land;true;plains;1
733;157;240;235;land;false;urban;1
734;227;125;161;land;false;hills;1
735;214;130;245;land;false;plains;1
736;229;220;151;land;false;plains;1
737;196;239;72;land;true;urban;1
738;250;224;144;land;false;forest;1
739;250;186;105;land;false;plains;1
740;247;238;222;land;true;plains;1
741;234;242;201;land;false;desert;1
742;129;231;221;land;true;plains;1
743;117;218;191;land;false;forest;1
744;113;208;182;land;false;forest;1
745;245;248;161;land;false;hills;1
746;198;202;251;land;false;marsh;1
747;208;157;228;land;false;plains;1
748;208;198;95;land;false;forest;1
749;228;138;232;land;true;desert;1
750;174;226;217;land;true;plains;1
751;237;118;162;land;true;plains;1
752;237;249;230;land;false;desert;1
753;93;215;252;land;true;hills;1
754;231;88;226;land;false;plains;1
755;220;187;131;land;false;plains;1
756;246;205;62;land;false;plains;1
757;215;159;163;land;true;plains;1
758;148;206;178;land;true;plains;1
759;141;178;248;land;true;hills;1
760;127;212;236;land;false;mountain;1
761;253;139;118;land;false;plains;1
762;214;198;206;land;true;marsh;1
763;210;87;241;land;false;hills;1
764;248;221;239;land;true;desert;1
765;101;210;195;land;false;plains;1
766;167;244;170;land;false;desert;1
767;247;246;134;land;false;plains;1
768;230;166;174;land;true;hills;1
769;254;150;178;land;false;plains;1
770;123;164;234;land;true;plains;1
771;239;186;165;land;false;hills;1
772;244;252;147;land;false;desert;1
773;197;246;136;land;false;plains;1
774;253;189;74;land;true;plains;1
775;243;247;254;land;false;jungle;1
776;135;251;237;land;false;hills;1
777;207;170;211;land;false;urban;1
778;160;222;244;land;true;plains;1
779;205;175;165;land;false;desert;1
780;228;151;185;land;true;plains;1
781;181;124;196;land;false;plains;1
782;243;167;253;land;false;hills;1
783;253;128;167;land;false;plains;1
784;165;187;149;land;false;hills;1
785;198;190;240;land;false;plains;1
786;101;245;250;land;false;forest;1
787;248;143;181;land;true;plains;1
788;203;217;91;land;false;hills;1
789;209;208;233;land;true;hills;1
790;229;136;158;land;false;plains;1
791;158;199;242;land;true;plains;1
792;251;233;43;land;false;hills;1
793;238;186;85;land;true;plains;1
794;238;176;113;land;false;plains;1
795;239;193;246;land;true;plains;1
796;253;227;133;land;false;mountain;1
797;224;252;123;land;false;plains;1
798;250;224;133;land;false;forest;1
799;240;137;168;land;true;hills;1
800;131;165;227;land;false;hills;1
801;125;245;186;land;true;plains;1
802;253;176;74;land;true;plains;1
803;193;207;124;land;true;plains;1
804;243;172;173;land;false;plains;1
805;111;235;233;land;true;plains;1
806;247;229;224;land;true;plains;1
807;213;160;161;land;false;urban;1
808;65;252;209;land;false;urban;1
809;237;221;151;land;true;hills;1
810;200;246;127;land;true;plains;1
811;72;216;251;land;true;plains;1
812;241;216;244;land;true;plains;1
813;252;201;86;land;true;hills;1
814;105;201;203;land;false;forest;1
815;173;243;177;land;true;plains;1
816;198;209;243;land;false;forest;1
817;196;233;130;land;true;plains;1
818;252;105;151;land;false;hills;1
819;222;239;224;land;false;hills;1
